schön,Adjective,Just now,Checked
also,Adverb,Just now,0.0
zwei,Numeral,Just now,0.0
ich,Pronoun,Just now,0.0
mich,Pronoun,Just now,0.0
lange,Adverb,Just now,0.0
den,Determiner,Just now,0.0
sofort,Adverb,Just now,0.0
mehr,Adverb,Just now,0.0
für,Preposition,Just now,0.0
heute,Adverb,Just now,9.0
uns,Pronoun,Just now,0.0
wir,Pronoun,Just now,0.0
mal,Adverb,Just now,0.0
du,Pronoun,Just now,0.0
er,Pronoun,Just now,0.0
bald,Adverb,Just now,0.0
nicht,Adverb,Just now,0.0
anders,Adverb,Just now,0.0
sogar,Adverb,Just now,0.0
aber,Conjunction,Just now,0.0
das,Determiner,Just now,0.0
es,Pronoun,Just now,0.0
dich,Pronoun,Just now,0.0
einen,Determiner,22 hours ago,0.0
weiterer,Adjective,22 hours ago,0.0
passende,Adjective,22 hours ago,0.0
wichtigen,Adjective,22 hours ago,5.0
ihn,Pronoun,22 hours ago,0.0
sind,Verb,22 hours ago,1.0
und,Conjunction,22 hours ago,0.0
frau,Noun,22 hours ago,0.0
wie,Conjunction,22 hours ago,0.0
ist,Verb,22 hours ago,9.0
bin,Verb,22 hours ago,0.0
ein,Determiner,22 hours ago,0.0
mir,Pronoun,22 hours ago,0.0
passenden,Adjective,22 hours ago,0.0
frei,Adjective,22 hours ago,8.0
eine,Determiner,22 hours ago,0.0
meine,Pronoun,22 hours ago,0.0
die,Determiner,22 hours ago,0.0
wirklich,Adjective,22 hours ago,0.0
von,Preposition,22 hours ago,9.0
noten,Noun,22 hours ago,0.0
stifte,Noun,22 hours ago,0.0
note,Noun,22 hours ago,0.0
übungen,Noun,22 hours ago,0.0
stift,Noun,22 hours ago,0.0
übung,Noun,22 hours ago,0.0
stiften,Noun,22 hours ago,0.0
leser,Noun,22 hours ago,0.0
bildung,Noun,22 hours ago,2.0
universität,Noun,22 hours ago,0.0
noch,Adverb,22 hours ago,0.0
wann,Adverb,22 hours ago,0.0
weder,Conjunction,22 hours ago,0.0
ihr,Pronoun,22 hours ago,0.0
dein,Pronoun,22 hours ago,0.0
habe,Verb,22 hours ago,0.0
schlecht,Adjective,22 hours ago,0.0
haben,Verb,22 hours ago,0.0
gut,Adjective,22 hours ago,0.0
mit,Preposition,22 hours ago,0.0
teuer,Adjective,22 hours ago,0.0
traurig,Adjective,yesterday,0.0
sie,Pronoun,yesterday,0.0
zum,Preposition,yesterday,0.0
kinder,Noun,yesterday,0.0
nachdem,Conjunction,yesterday,0.0
davon,Adverb,yesterday,0.0
automatisch,Adjective,yesterday,0.0
seit,Preposition,yesterday,0.0
oder,Conjunction,2 days ago,0.0
auch,Adverb,2 days ago,0.0
dir,Pronoun,2 days ago,0.0
jedenfalls,Adverb,2 days ago,0.0
hier,Adverb,2 days ago,0.0
läd,Verb,2 days ago,0.0
lädt,Verb,2 days ago,0.0
netz,Noun,2 days ago,0.0
foto,Noun,2 days ago,0.0
seiten,Noun,2 days ago,13.0
suche,Noun,2 days ago,0.0
internet,Noun,2 days ago,0.0
laden,Verb,2 days ago,0.0
fotos,Noun,2 days ago,0.0
seite,Noun,2 days ago,0.0
ihm,Pronoun,2 days ago,0.0
hat,Verb,2 days ago,0.0
deutsch,Noun,2 days ago,0.0
drei,Numeral,2 days ago,0.0
verfügbar,Adjective,2 days ago,10.0
sehr,Adverb,2 days ago,0.0
langsam,Adjective,2 days ago,0.0
am,Preposition,2 days ago,0.0
wichtigsten,Adjective,3 days ago,0.0
jetzt,Adverb,3 days ago,0.0
private,Adjective,3 days ago,0.0
richtige,Adjective,3 days ago,0.0
wo,Adverb,3 days ago,0.0
zufälliger,Adjective,3 days ago,0.0
langweilig,Adjective,3 days ago,0.0
im,Preposition,3 days ago,3.0
alt,Adjective,3 days ago,0.0
rede,Noun,4 days ago,0.0
sendung,Noun,4 days ago,0.0
diskussionen,Noun,4 days ago,0.0
medium,Noun,4 days ago,0.0
fernseher,Noun,4 days ago,0.0
reden,Noun,4 days ago,0.0
medien,Noun,4 days ago,0.0
fernsehen,Noun,4 days ago,0.0
diskussion,Noun,4 days ago,0.0
sendungen,Noun,4 days ago,0.0
wenigstens,Adverb,4 days ago,0.0
oft,Adverb,4 days ago,0.0
fünf,Numeral,4 days ago,0.0
trotzdem,Adverb,4 days ago,0.0
ausgezeichnet,Adjective,4 days ago,0.0
groß,Adjective,4 days ago,0.0
dialog,Noun,4 days ago,0.0
artikel,Noun,4 days ago,0.0
presse,Noun,4 days ago,0.0
interview,Noun,4 days ago,0.0
zeitschriften,Noun,4 days ago,0.0
nachricht,Noun,4 days ago,0.0
zeitschrift,Noun,4 days ago,0.0
wieder,Adverb,4 days ago,0.0
offen,Adjective,4 days ago,0.0
falsch,Adjective,4 days ago,0.0
aus,Preposition,4 days ago,0.0
aktuelle,Adjective,4 days ago,0.0
immer,Adverb,4 days ago,0.0
festplatte,Noun,4 days ago,0.0
festplatten,Noun,4 days ago,0.0
information,Noun,4 days ago,0.0
tastaturen,Noun,4 days ago,0.0
startest,Verb,4 days ago,0.0
startet,Verb,4 days ago,0.0
monitor,Noun,4 days ago,0.0
tastatur,Noun,4 days ago,0.0
informationen,Noun,4 days ago,4.0
monitore,Noun,4 days ago,0.0
computer,Noun,4 days ago,0.0
schmutzig,Adjective,4 days ago,0.0
warum,Adverb,4 days ago,0.0
so,Adverb,4 days ago,0.0
meinem,Pronoun,4 days ago,0.0
ohne,Preposition,4 days ago,0.0
erneut,Adjective,4 days ago,0.0
billig,Adjective,4 days ago,0.0
boden,Noun,5 days ago,0.0
paket,Noun,5 days ago,0.0
böden,Noun,5 days ago,9.0
zubehör,Noun,5 days ago,0.0
stücke,Noun,5 days ago,0.0
stück,Noun,5 days ago,0.0
geschenk,Noun,5 days ago,0.0
geschenke,Noun,5 days ago,0.0
selbst,Adverb,5 days ago,0.0
zu,Preposition,5 days ago,0.0
braun,Adjective,5 days ago,0.0
dem,Determiner,5 days ago,0.0
esse,Verb,5 days ago,0.0
neun,Numeral,5 days ago,0.0
zeigten,Verb,5 days ago,0.0
hatte,Verb,5 days ago,0.0
wurde,Verb,5 days ago,0.0
zeigte,Verb,5 days ago,6.0
hatten,Verb,5 days ago,0.0
wurden,Verb,5 days ago,13.0
dort,Adverb,5 days ago,0.0
lange,Adjective,5 days ago,0.0
krank,Adjective,5 days ago,0.0
rot,Adjective,5 days ago,0.0
müde,Adjective,5 days ago,0.0
danke,Interjection,5 days ago,0.0
super,Adjective,5 days ago,10.0
lecker,Adjective,5 days ago,0.0
mussten,Verb,5 days ago,0.0
stand,Verb,5 days ago,0.0
konnte,Verb,5 days ago,0.0
musste,Verb,5 days ago,0.0
nach,Preposition,5 days ago,0.0
zur,Preposition,5 days ago,0.0
ins,Preposition,5 days ago,0.0
etwas,Pronoun,5 days ago,7.0
dass,Conjunction,5 days ago,0.0
außen,Adverb,5 days ago,0.0
weil,Conjunction,5 days ago,0.0
kalt,Adjective,5 days ago,0.0
nun,Adverb,5 days ago,0.0
notwendigen,Adjective,5 days ago,0.0
vögel,Noun,5 days ago,0.0
neues,Adjective,5 days ago,0.0
nächster,Adjective,5 days ago,0.0
mann,Noun,5 days ago,13.0
zuerst,Adverb,5 days ago,0.0
hoher,Adjective,5 days ago,0.0
linken,Adjective,5 days ago,0.0
schon,Adverb,5 days ago,0.0
nur,Adverb,5 days ago,0.0
geschehen,Verb,5 days ago,11.0
paar,Determiner,5 days ago,0.0
bereits,Adverb,5 days ago,0.0
nie,Adverb,5 days ago,0.0
durst,Noun,5 days ago,2.0
bisschen,Determiner,5 days ago,0.0
männer,Noun,5 days ago,0.0
keinen,Determiner,5 days ago,0.0
milch,Noun,5 days ago,0.0
gestern,Adverb,6 days ago,0.0
einzelnen,Adjective,6 days ago,0.0
normal,Adjective,6 days ago,0.0
bunt,Adjective,6 days ago,0.0
zusätzliche,Adjective,6 days ago,0.0
übrigen,Adjective,6 days ago,0.0
besser,Adjective,6 days ago,0.0
alte,Adjective,6 days ago,6.0
jugendliche,Adjective,6 days ago,6.0
öffentlichen,Adjective,6 days ago,0.0
niemand,Determiner,1 week ago,0.0
aufs,Preposition,1 week ago,0.0
zwanzig,Numeral,1 week ago,0.0
jemand,Determiner,1 week ago,0.0
tatsächlich,Adjective,1 week ago,0.0
unabhängig,Adjective,1 week ago,0.0
ja,Adverb,1 week ago,0.0
bist,Verb,1 week ago,0.0
nett,Adjective,1 week ago,0.0
brot,Noun,1 week ago,0.0
isst,Verb,1 week ago,0.0
viel,Determiner,1 week ago,0.0
keine,Determiner,1 week ago,0.0
des,Determiner,1 week ago,0.0
nützlich,Adjective,1 week ago,0.0
kindes,Noun,1 week ago,0.0
mannes,Noun,1 week ago,0.0
heiß,Adjective,1 week ago,0.0
während,Preposition,1 week ago,14.0
schwarz,Adjective,1 week ago,0.0
blau,Adjective,1 week ago,0.0
der,Determiner,1 week ago,0.0
klein,Adjective,1 week ago,3.0
größer,Adjective,1 week ago,4.0
grün,Adjective,1 week ago,0.0
als,Conjunction,1 week ago,0.0
lang,Adjective,1 week ago,11.0
höchste,Adjective,1 week ago,0.0
mehr,Determiner,1 week ago,0.0
externe,Adjective,1 week ago,0.0
frauen,Noun,1 week ago,0.0
essen,Verb,1 week ago,0.0
starken,Adjective,1 week ago,0.0
sagte,Verb,1 week ago,0.0
stellten,Verb,1 week ago,0.0
stellte,Verb,1 week ago,0.0
machte,Verb,1 week ago,0.0
spazierte,Verb,1 week ago,0.0
arbeitete,Verb,1 week ago,0.0
spazierten,Verb,1 week ago,1.0
führte,Verb,1 week ago,0.0
arbeiteten,Verb,1 week ago,0.0
sagtest,Verb,1 week ago,0.0
bevor,Conjunction,1 week ago,0.0
bis,Preposition,1 week ago,0.0
vorher,Adverb,1 week ago,0.0
gemeinsam,Adjective,1 week ago,0.0
wichtig,Adjective,2 weeks ago,4.0
her,Adverb,2 weeks ago,0.0
heraus,Adverb,2 weeks ago,0.0
herum,Adverb,2 weeks ago,0.0
herein,Adverb,2 weeks ago,0.0
raus,Adverb,2 weeks ago,0.0
bitte,Adverb,2 weeks ago,0.0
hierher,Adverb,2 weeks ago,13.0
rein,Adverb,2 weeks ago,0.0
richtig,Adjective,2 weeks ago,0.0
speziellen,Adjective,2 weeks ago,0.0
willkommen,Adjective,2 weeks ago,3.0
eigener,Adjective,2 weeks ago,0.0
internationalen,Adjective,2 weeks ago,13.0
interessant,Adjective,2 weeks ago,5.0
höheren,Adjective,2 weeks ago,0.0
hohen,Adjective,2 weeks ago,0.0
gesamte,Adjective,2 weeks ago,0.0
größte,Adjective,2 weeks ago,1.0
öffentliche,Adjective,2 weeks ago,0.0
größten,Adjective,2 weeks ago,0.0
gelb,Adjective,2 weeks ago,0.0
privat,Adjective,2 weeks ago,0.0
letzter,Adjective,2 weeks ago,0.0
neuen,Adjective,2 weeks ago,2.0
jedoch,Adverb,2 weeks ago,0.0
zu,Adverb,2 weeks ago,0.0
dann,Adverb,2 weeks ago,0.0
sichtbar,Adjective,2 weeks ago,0.0
selten,Adjective,2 weeks ago,0.0
salzig,Adjective,2 weeks ago,0.0
mein,Pronoun,2 weeks ago,0.0
meistens,Adverb,2 weeks ago,0.0
kaum,Adverb,2 weeks ago,0.0
besonders,Adverb,2 weeks ago,0.0
möglich,Adjective,2 weeks ago,0.0
außerdem,Adverb,2 weeks ago,0.0
überhaupt,Adverb,2 weeks ago,2.0
mindestens,Adverb,2 weeks ago,0.0
daher,Adverb,2 weeks ago,6.0
genauso,Adverb,2 weeks ago,0.0
völlig,Adjective,2 weeks ago,0.0
damals,Adverb,2 weeks ago,0.0
sonst,Adverb,2 weeks ago,0.0
echt,Adjective,2 weeks ago,0.0
zehn,Numeral,2 weeks ago,12.0
durchaus,Adverb,2 weeks ago,0.0
zeitung,Noun,2 weeks ago,0.0
teurer,Adjective,3 weeks ago,0.0
weiß,Adjective,3 weeks ago,0.0
manchmal,Adverb,3 weeks ago,0.0
zuletzt,Adverb,3 weeks ago,0.0
dabei,Adverb,3 weeks ago,0.0
nein,Adverb,3 weeks ago,0.0
dazu,Adverb,3 weeks ago,0.0
selber,Adverb,3 weeks ago,0.0
durch,Preposition,3 weeks ago,0.0
gegen,Preposition,3 weeks ago,0.0
euch,Pronoun,3 weeks ago,0.0
ehrlich,Adjective,3 weeks ago,0.0
langsamer,Adjective,3 weeks ago,0.0
gerne,Adverb,3 weeks ago,0.0
weich,Adjective,3 weeks ago,9.0
jungen,Noun,3 weeks ago,0.0
mädchen,Noun,3 weeks ago,10.0
spät,Adjective,3 weeks ago,0.0
habt,Verb,3 weeks ago,0.0
höher,Adjective,3 weeks ago,0.0
einem,Determiner,3 weeks ago,0.0
wichtiger,Adjective,3 weeks ago,0.0
leichter,Adjective,3 weeks ago,4.0
junge,Noun,3 weeks ago,0.0
darüber,Adverb,3 weeks ago,0.0
man,Determiner,3 weeks ago,4.0
sowohl,Conjunction,3 weeks ago,0.0
hilfreich,Adjective,3 weeks ago,0.0
da,Conjunction,3 weeks ago,0.0
damit,Adverb,3 weeks ago,0.0
tapfer,Adjective,3 weeks ago,0.0
je,Adverb,4 weeks ago,0.0
keinerlei,Determiner,4 weeks ago,0.0
desto,Conjunction,4 weeks ago,0.0
länger,Adjective,4 weeks ago,0.0
ob,Conjunction,4 weeks ago,0.0
meist,Adverb,4 weeks ago,8.0
hast,Verb,4 weeks ago,0.0
häufig,Adjective,4 weeks ago,0.0
viertel,Verb,4 weeks ago,0.0
kein,Determiner,4 weeks ago,0.0
etwa,Adverb,4 weeks ago,0.0
sechs,Numeral,4 weeks ago,0.0
dreißig,Numeral,4 weeks ago,0.0
bei,Preposition,4 weeks ago,1.0
genau,Adjective,4 weeks ago,0.0
einer,Determiner,4 weeks ago,0.0
später,Adjective,4 weeks ago,0.0
gar,Adverb,4 weeks ago,0.0
schlimm,Adjective,4 weeks ago,0.0
witzig,Adjective,4 weeks ago,0.0
lustig,Adjective,4 weeks ago,0.0
stolz,Adjective,4 weeks ago,0.0
total,Adjective,4 weeks ago,0.0
englisch,Noun,4 weeks ago,0.0
schlau,Adjective,4 weeks ago,0.0
dumm,Adjective,4 weeks ago,0.0
ziemlich,Adverb,4 weeks ago,0.0
irgendwie,Adverb,4 weeks ago,0.0
ganz,Adverb,4 weeks ago,0.0
unheimlich,Adjective,1 month ago,3.0
süß,Adjective,1 month ago,0.0
früh,Adjective,1 month ago,0.0
kurz,Adjective,1 month ago,0.0
morgen,Adverb,1 month ago,0.0
fest,Adjective,1 month ago,0.0
persönlich,Adjective,1 month ago,0.0
positiv,Adjective,1 month ago,0.0
vier,Numeral,1 month ago,0.0
wohin,Adverb,1 month ago,0.0
meiner,Pronoun,1 month ago,0.0
natürlich,Adverb,1 month ago,0.0
sinnvoll,Adjective,1 month ago,0.0
aktiv,Adjective,1 month ago,0.0
vorbei,Adverb,1 month ago,0.0
schneit,Verb,1 month ago,0.0
datum,Noun,1 month ago,0.0
plötzlich,Adjective,1 month ago,0.0
bereit,Adjective,1 month ago,0.0
kühl,Adjective,1 month ago,0.0
fit,Adjective,1 month ago,0.0
neu,Adjective,1 month ago,0.0
fast,Adverb,1 month ago,0.0
jährlich,Adjective,1 month ago,3.0
toll,Adjective,1 month ago,0.0
zwölf,Numeral,1 month ago,0.0
monatlich,Adjective,1 month ago,0.0
schauen,Verb,1 month ago,0.0
danach,Adverb,1 month ago,0.0
stelle,Verb,1 month ago,0.0
warten,Verb,1 month ago,0.0
rechts,Adverb,1 month ago,0.0
kiosk,Noun,1 month ago,0.0
berlin,Proper noun,1 month ago,0.0
brezel,Noun,1 month ago,0.0
oktoberfest,Noun,1 month ago,0.0
pils,Noun,1 month ago,0.0
brezeln,Noun,1 month ago,0.0
würste,Noun,1 month ago,0.0
sauerkraut,Noun,1 month ago,0.0
gern,Adverb,1 month ago,0.0
kontinente,Noun,1 month ago,1.0
europäisch,Adjective,1 month ago,0.0
australien,Proper noun,1 month ago,0.0
draußen,Adverb,1 month ago,5.0
da,Adverb,1 month ago,0.0
praktisch,Adjective,1 month ago,0.0
verantwortlich,Adjective,1 month ago,0.0
wert,Adjective,1 month ago,0.0
schwer,Adjective,1 month ago,0.0
es gibt,,1 month ago,0.0
gegenüber,Preposition,1 month ago,10.0
international,Adjective,1 month ago,0.0
deutlich,Adjective,1 month ago,0.0
individuell,Adjective,1 month ago,0.0
kostenlos,Adjective,1 month ago,0.0
wahrscheinlich,Adjective,1 month ago,0.0
unmöglich,Adjective,1 month ago,0.0
unbekannt,Adjective,1 month ago,0.0
bekannt,Adjective,1 month ago,0.0
unsichtbar,Adjective,1 month ago,0.0
abhängig,Adjective,1 month ago,0.0
worüber,Adverb,1 month ago,0.0
schnell,Adjective,1 month ago,0.0
weniger,Adverb,1 month ago,0.0
kaputt,Adjective,1 month ago,0.0
selbstverständlich,Adjective,1 month ago,0.0
klar,Adjective,1 month ago,0.0
begeistert,Adjective,1 month ago,0.0
eindeutig,Adjective,1 month ago,0.0
notwendig,Adjective,1 month ago,0.0
fuhren,Verb,1 month ago,0.0
schliefen,Verb,1 month ago,4.0
schlief,Verb,1 month ago,0.0
ließ,Verb,1 month ago,0.0
schrieb,Verb,1 month ago,0.0
blieben,Verb,1 month ago,0.0
verlor,Verb,1 month ago,0.0
erhielt,Verb,1 month ago,0.0
ließen,Verb,1 month ago,0.0
blieb,Verb,1 month ago,0.0
schloss,Verb,1 month ago,0.0
stärker,Adjective,1 month ago,0.0
ganzen,Adjective,1 month ago,0.0
zuvor,Adverb,1 month ago,3.0
sprach,Verb,1 month ago,0.0
nahmen,Verb,1 month ago,0.0
fanden,Verb,1 month ago,0.0
lag,Verb,1 month ago,0.0
gab,Verb,1 month ago,0.0
dachtest,Verb,1 month ago,0.0
fand,Verb,1 month ago,3.0
dachten,Verb,1 month ago,0.0
las,Verb,1 month ago,0.0
ging,Verb,1 month ago,0.0
gespräch,Noun,1 month ago,4.0
telefon,Noun,1 month ago,0.0
handy,Noun,1 month ago,0.0
kommunikation,Noun,1 month ago,0.0
telefone,Noun,1 month ago,0.0
rufen,Verb,1 month ago,0.0
herzlich,Adjective,1 month ago,0.0
wolken,Noun,1 month ago,0.0
blitz,Noun,1 month ago,0.0
regenbogen,Noun,1 month ago,0.0
donner,Noun,1 month ago,0.0
bisher,Adverb,1 month ago,0.0
drin,Adverb,1 month ago,0.0
zugleich,Adverb,1 month ago,0.0
dadurch,Adverb,1 month ago,0.0
deshalb,Adverb,1 month ago,0.0
daran,Adverb,1 month ago,0.0
gleich,Adverb,1 month ago,0.0
fertig,Adjective,1 month ago,0.0
zumindest,Adverb,1 month ago,0.0
darauf,Adverb,1 month ago,0.0
soweit,Adverb,1 month ago,0.0
weg,Adverb,1 month ago,0.0
wohl,Adverb,1 month ago,0.0
übrigens,Adverb,1 month ago,0.0
überall,Adverb,1 month ago,0.0
allerdings,Adverb,1 month ago,0.0
darum,Adverb,1 month ago,0.0
denn,Adverb,1 month ago,0.0
eigentlich,Adverb,1 month ago,0.0
dafür,Adverb,1 month ago,0.0
allein,Adverb,1 month ago,0.0
ansonsten,Adverb,1 month ago,0.0
öffentliches,Adjective,1 month ago,0.0
soziales,Adjective,1 month ago,0.0
schwammen,Verb,1 month ago,0.0
aß,Verb,1 month ago,0.0
begann,Verb,1 month ago,0.0
kamen,Verb,1 month ago,0.0
aßt,Verb,1 month ago,5.0
trankst,Verb,1 month ago,0.0
begannt,Verb,1 month ago,0.0
sah,Verb,1 month ago,0.0
waren,Verb,1 month ago,0.0
vom,Preposition,1 month ago,0.0
sturms,Noun,1 month ago,0.0
regen,Noun,1 month ago,0.0
grad,Noun,1 month ago,0.0
wetter,Noun,1 month ago,0.0
trocken,Adjective,1 month ago,0.0
regnet,Verb,1 month ago,0.0
nass,Adjective,1 month ago,0.0
jungen,Adjective,1 month ago,0.0
zusätzlichen,Adjective,1 month ago,0.0
interessante,Adjective,1 month ago,0.0
gleichen,Adjective,1 month ago,0.0
nächste,Adjective,1 month ago,0.0
einfachen,Adjective,1 month ago,0.0
ehemalige,Adjective,1 month ago,0.0
alten,Adjective,1 month ago,0.0
neuesten,Adjective,1 month ago,0.0
einfache,Adjective,1 month ago,0.0
neue,Adjective,1 month ago,0.0
günstige,Adjective,1 month ago,6.0
plan,Noun,1 month ago,0.0
schere,Noun,1 month ago,0.0
katalog,Noun,1 month ago,0.0
kataloge,Noun,1 month ago,0.0
produkte,Noun,1 month ago,0.0
pläne,Noun,1 month ago,0.0
stelle,Noun,1 month ago,0.0
sachen,Noun,1 month ago,0.0
deine,Pronoun,1 month ago,0.0
zurück,Adverb,1 month ago,4.0
schwein,Noun,1 month ago,0.0
unterwegs,Adverb,1 month ago,0.0
weit,Adjective,1 month ago,0.0
voraus,Adverb,1 month ago,0.0
schöne,Adjective,1 month ago,0.0
eigenes,Adjective,1 month ago,0.0
schönen,Adjective,1 month ago,11.0
individuelle,Adjective,1 month ago,0.0
aktive,Adjective,1 month ago,0.0
heutigen,Adjective,1 month ago,0.0
privaten,Adjective,1 month ago,0.0
meinen,Pronoun,1 month ago,0.0
gesamten,Adjective,1 month ago,0.0
zweiten,Adjective,1 month ago,0.0
deutschen,Adjective,1 month ago,0.0
gleiche,Adjective,1 month ago,0.0
ehemaligen,Adjective,1 month ago,0.0
normalen,Adjective,1 month ago,0.0
eigenen,Adjective,1 month ago,0.0
weitere,Adjective,1 month ago,0.0
eigene,Adjective,1 month ago,0.0
einzige,Adjective,1 month ago,0.0
zweite,Adjective,1 month ago,0.0
vergangenen,Adjective,1 month ago,0.0
hohe,Adjective,1 month ago,0.0
wichtige,Adjective,1 month ago,0.0
gemeinsame,Adjective,1 month ago,0.0
modernen,Adjective,1 month ago,6.0
persönlichen,Adjective,1 month ago,0.0
weiteres,Adjective,1 month ago,0.0
technischen,Adjective,1 month ago,0.0
zuständigen,Adjective,1 month ago,0.0
offenen,Adjective,1 month ago,0.0
höhere,Adjective,1 month ago,0.0
verschiedene,Adjective,1 month ago,0.0
verschiedenen,Adjective,1 month ago,0.0
komplette,Adjective,1 month ago,0.0
ähnlich,Adjective,1 month ago,0.0
politischen,Adjective,1 month ago,0.0
persönliche,Adjective,1 month ago,0.0
freien,Adjective,1 month ago,0.0
offene,Adjective,1 month ago,0.0
gelber,Adjective,1 month ago,0.0
letzten,Adjective,1 month ago,0.0
links,Adverb,1 month ago,0.0
hinaus,Adverb,1 month ago,0.0
hin,Adverb,1 month ago,0.0
langen,Adjective,1 month ago,0.0
detaillierte,Adjective,1 month ago,0.0
möchte,Verb,1 month ago,0.0
verfügbaren,Adjective,1 month ago,0.0
wie geht's,,2 months ago,0.0
guten morgen,,2 months ago,0.0
bis bald,,2 months ago,0.0
seid,Verb,2 months ago,0.0
komisch,Adjective,2 months ago,0.0
esst,Verb,2 months ago,0.0
laut,Adjective,2 months ago,0.0
hinten,Adverb,2 months ago,0.0
wieso,Adverb,2 months ago,0.0
sekunde,Noun,2 months ago,0.0
sondern,Conjunction,2 months ago,0.0
genug,Adverb,2 months ago,0.0
trinkt,Verb,2 months ago,0.0
handwerk,Noun,2 months ago,0.0
januar,Noun,2 months ago,0.0
übernehme,Verb,2 months ago,0.0
erweitern,Verb,2 months ago,0.0
sechzig,Numeral,2 months ago,0.0
hunger,Noun,2 months ago,0.0
zusammen,Adverb,3 months ago,0.0
zuständig,Adjective,3 months ago,0.0
möchtest,Verb,3 months ago,0.0
womit,Adverb,3 months ago,0.0
wofür,Adverb,3 months ago,0.0
perfekt,Adjective,3 months ago,0.0
sechzehn,Numeral,3 months ago,0.0
verheiratet,Adjective,3 months ago,0.0
vierzehn,Numeral,3 months ago,0.0
achtzehn,Numeral,3 months ago,0.0
elf,Numeral,3 months ago,0.0
dutzend,Noun,3 months ago,0.0
neunzehn,Numeral,3 months ago,0.0
kühe,Noun,3 months ago,0.0
wenn,Conjunction,3 months ago,0.0
märz,Noun,3 months ago,0.0
drinnen,Adverb,3 months ago,0.0
innen,Adverb,3 months ago,0.0
nebenan,Adverb,3 months ago,0.0
vorne,Adverb,3 months ago,0.0
hoch,Adjective,3 months ago,0.0
unten,Adverb,3 months ago,0.0
oben,Adverb,3 months ago,0.0
drüben,Adverb,3 months ago,0.0
hart,Adjective,3 months ago,0.0
knapp,Adjective,3 months ago,0.0
extrem,Adjective,3 months ago,0.0
ruhig,Adjective,3 months ago,0.0
relativ,Adjective,3 months ago,0.0
original,Adjective,3 months ago,0.0
allgemein,Adjective,3 months ago,0.0
seltsam,Adjective,3 months ago,0.0
kind,Noun,3 months ago,0.0
stark,Adjective,3 months ago,0.0
kleiner,Adjective,3 months ago,0.0
schneller,Adjective,3 months ago,0.0
achtundzwanzig,Numeral,3 months ago,0.0
komplett,Adjective,3 months ago,0.0
regional,Adjective,3 months ago,14.0
vielleicht,Adverb,3 months ago,0.0
endlich,Adverb,3 months ago,0.0
doch,Conjunction,3 months ago,0.0
zweiundachtzig,Numeral,3 months ago,0.0
vierzig,Numeral,3 months ago,0.0
einundzwanzig,Numeral,3 months ago,0.0
fünfzig,Numeral,3 months ago,0.0
neunzig,Numeral,3 months ago,9.0
voll,Adjective,3 months ago,0.0
hallo,Interjection,3 months ago,0.0
schenkt,Verb,3 months ago,0.0
schenken,Verb,3 months ago,0.0
eher,Adverb,3 months ago,0.0
süden,Noun,3 months ago,1.0
westen,Noun,3 months ago,0.0
osten,Noun,3 months ago,0.0
